id	subject	session	row	time	key	p_utts	p_form	p_lrb	p_obj	p_gloss	p_orient	p_mspd	p_g_type	p_gs_rel
11050701320	105	7	1320	00:15:36	*	make that into an eye+ball like Monsters_Incorporated.	iconic	R		round eyeball	traceshape	M traces shape of eyeball inside SIB's large letter O	R.a	ELAB.a
11050701347	105	7	1347	00:16:38	*	Buzz.	iconic	R		bumble bee	H=O	M makes buzzing sound and moves finger towards/pokes C as if stinging her	R.a	ADD.a
11050701348	105	7	1348	00:16:39		Buzz.	iconic	R		bumble bee	H=O	M makes buzzing sound and moves finger towards/pokes SIB as if stinging her	R.a	ADD.a
11050801366	105	8	1366	00:21:02	*	and the mommy was holding and rubbing his head.	iconic+iconic	B+R		holding+rubbing	H=H-H=H	M holds arms in front of body as if holding a baby-M usingpetting motion to indicate rubbing head of pretend baby in her arms	R.m;R.m	RF.p;RF.p
11050801400	105	8	1400	00:22:52		the big -- ape or monkey -- whatever you want to call him.	iconic	R		big	traceshape	M makes arching movement with arm to show big	R.a	RF.a
11050900874	105	9	874	00:02:45		when you're like a mommy or daddy you could --	iconic	L		painting	 - trace path	 - hand like holding a paintbrush, flicks wrist slowly, once pointing thumb toward ceiling, once toward floor and again toward ceiling	R.m	ADD.p
11051000934	105	10	934	00:54:25			iconic	R		small	trace shape	holds pad of index finger very close to pad of thumb like a pinch	R.a	X
11051000935	105	10	935	00:54:25		### real thin.	iconic~	R		small	trace shape	holds pad of index finger very close to pad of thumb like a pinch	R.a	RF.a
11051100377	105	11	377	0.0279660872292		we're going to mix them all together.	iconic	r		mix cards		extends point finger and rotates it in a circle pointing towards ground	R.m	RF.p
11051100457	105	11	457	0.0300207653641		it goes like this.	iconic	r		direction of play	trace path	point and moves arm clockwise	R.d	ADD.d
11051100477	105	11	477			go forward.	iconic	r		move forward	trace path	points and moves finger forward on board	R.d	RF.d
11051100515	105	11	515	0.0318096646029		yup, you just passed Keeley@n.	iconic	r		passing game piece in game	trace path	traces along candyland path	R.d	ADD.d
11051100518	105	11	518			no we're going this way.	iconic	r		passing game piece in game	trace path	traces along candyland path	R.d	DA.d
11051100538	105	11	538	0.0325145515886		you got to follow the road all the way up and the first one at the end wins.	iconic	r		passing game piece in game	trace path	traces along candyland path	R.d	RF.d
11051100540	105	11	540			you want to go forward.	iconic	r		passing game piece in game	trace path	traces along candyland path	R.d	RF.d
11051100542	105	11	542			he's got to go this way.	iconic	r		passing game piece in game	trace path	traces along candyland path	R.d	DA.d
11051100680	105	11	680			going this way.	iconic	r		passing game piece in game	trace path	traces along candyland path	R.d	DA.d
11051101119	105	11	1119	0.014998026576		on his foot, ok.	iconic	r		foot		hold out hand, palm down	R.a	RF.a
11051200989	105	12	989			it will flip over like I said.	iconic	r		pool falling over	trace path	moves hand from right to left with pointer finger extended	R.m	RF.p
11051200991	105	12	991	0.0191344932896	*	no, then it will fall on top of you.	iconic	r		pool falling over		flicks hand from right to left	R.m	RF.p
11060101197	106	1	1197	00:13:17		"there's a wide+eyed owl."	iconic	R		wide eyes	traceshape	M traces semi-circle around C's eye with finger	R.a	RF.a
11060101198	106	1	1198			big eyes.	iconic~	R		big eyes	traceshape	M traces semi-circle around C's eye with finger	R.a	RF.a
11060101200	106	1	1200	00:13:21		"he has pointed ears."	iconic	R		pointed ear	H=O	M sticks finger up near C's head.	R.a	RF.a
11060101201	106	1	1201	00:13:23		"and claws for toes."	iconic	R		claw	H=O	M holds claw shaped hand near C's foot.	R.a	RF.a
11060101203	106	1	1203	00:13:28		"then flaps his wings and says hoo, hoo, hoo."	iconic	R		flapping	H=O	Mo moves C's arm in flapping motion	R.m	RF.p
11060101217	106	1	1217	00:14:01		"round and round the garden went the teddy+bear."	iconic	R		round	tracepath	M traces circles on C's stomach, as if going round and round.	R.d	RF.d
11060101220	106	1	1220			"round and round the hay stack went the little mouse."	iconic	R		round	tracepath	M moves C's feet in circular motion, demonstrating round and round.	R.d	RF.d
11060101225	106	1	1225	00:14:30		"knock at the door."	iconic	R		knocking	H=H	M knocks on C's head.	R.m	RF.p
11060101231	106	1	1231	00:14:40		"ring the bell."	iconic	R		ringing	H=H	M holds C's hands, shakes it as though it is a bell ringing	R.m	RF.p
11060101232	106	1	1232			"lift the latch."	iconic	R		lifting	H=H	M lifts C's nose as if lifting latch	R.m	RF.p
11060200595	106	2	595	00:38:30		boing boing boing boing.	iconic	R		path of ball	tracepath	M moves finger along the path of a bouncing ball in discontinuous fashion	R.d	ADD.d
11060200649	106	2	649	00:40:41		round and round and round.	iconic	L	wheel in book	round	traceshape	M traces the circular shape of wheel in book	R.a	RF.a
11060200650	106	2	650			and around.	iconic~	L	wheel in book	round	traceshape	M traces the circular shape of wheel in book	R.a	RF.a
11060200651	106	2	651			and selling pop+corn.	iconic~	L	wheel in book	round	traceshape	M traces the circular shape of wheel in book	R.a	ADD.a
11060200670	106	2	670	00:41:16		what's round here?	iconic	L	sink disposal in book	round 	traceshape	M traces the circular shape of sink disposal in book	R.a	RF.a
11060200671	106	2	671			that's from a sink.	iconic~	L	sink disposal in book	round sink disposal	traceshape	M traces the circular shape of sink disposal in book	R.a	ELAB.a
11060200672	106	2	672	00:41:17		that's a tomato.	iconic	L	tomato in book	tomato's shape	traceshape	M traces the circular shape of tomato in book	R.a	ELAB.a
11060200674	106	2	674	00:41:20		the doggie's jumping through the hoop.	iconic	L	hoop in book	hoop's shape	traceshape	M traces the circular shape of hoop in book	R.a	ELAB.a
11060200781	106	2	781	00:48:54		that's right.	iconic	R		flying	H=O	M moves hand up and down in air as if it is a butterfly flying	R.m	ADD.p
11060500655	106	5	655	00:32:51		let's put them around.	iconic	R		around	tracepath	M draws a cicular path with finger above the edges of the cake	R.d	RF.d
11060500657	106	5	657	00:32:56		can you put it around?	iconic	R		around	tracepath	M draws a rectangluar path above the deges of the cake	R.d	RF.d
11060600755	106	6	755	00:00:35		tickle monster like this.	Iconic	B		tickling	H=H	Moves hands in air as if tickling	R.m	RF.p
11060701402	106	7	1402			his body.	iconic	L		body of frog	traceshape	M traces frog body	R.a	ELAB.a
11060701403	106	7	1403	00:03:07		he's round.	iconic~	L		round body of frog	traceshape	M traces frog body	R.a	RF.a
11060701404	106	7	1404	00:03:09		it's his head and his body.	iconic~	L		round body of frog	traceshape	M traces frog body	R.a	ELAB.a
11060701405	106	7	1405	00:03:10		they didn't -- they didn't make it like he had a head and -- different from his body.	iconic~	L		round body of frog	traceshape	M traces frog body	R.a	ELAB.a
11060801300	106	8	1300				iconic	B		playing violin	H=H	moving R arm like bowing and holding card in left arm as if holding the violin	R.m	X
11061000454	106	10	454	00:29:05		so if we lined up all your Mc_Donalds toys and you decided we had enough Mc_Donalds toys we could stop going to Mc_Donalds?	Iconic	B		line of toys	trace.shape	M moves hands away from body making a line between them	R.a	ADD.a
11070100065	107	1	65			oh+oh+ah+ah.	iconic	B		moving (monkey)	H=O	M raises and lowers alternating fists to imitate movement of a monkey	R.m	ADD.p
11070100066	107	1	66			oh+oh+ah+ah.	iconic~	B		moving (monkey)	H=O	M raises and lowers alternating fists to imitate movement of a monkey	R.m	ADD.p
11070100102	107	1	102			what's that?	iconic	R	circular part of toy barn	circle	traceshape	M traces circular shape of object with her index finger	R.a	ADD.a
11070100103	107	1	103	00:05:12		a circle?	iconic~	R	circular part of toy barn	circle	traceshape	M traces circular shape of object with her index finger	R.a	RF.a
11070100104	107	1	104			it's a circle.	iconic	R	circular part of toy barn	circle	traceshape	M traces circular shape of object with her index finger	R.a	RF.a
11070100105	107	1	105			see the circle?	iconic~	R	circular part of toy barn	circle	traceshape	M traces circular shape of object with her index finger	R.a	RF.a
11070100191	107	1	191			by the trees.	iconic (x3)	R (x3)	tree in book (x3)	tree's shape (x3)	traceshape(x3)	M traces linear shape of tree with her index finger (x3)	R.a;R.a;R.a	ELAB.a (x3)
11070100304	107	1	304	00:15:44		### look like a circle?	iconic	R	wheel	circle	traceshape	M traces circular shape of wheel	R.a	RF.a
11070100375	107	1	375	00:19:45		Wak, wak, wak, wak, wak.	iconic~	WB		waddling		M shakes her body back and forth to mimic waddling penguin	R.m	ADD.p
11070100388	107	1	388	00:20:42		and his long nose.	iconic	R	elephant's nose	nose's shape	traceshape	M traces long linear shape of elephant's nose	R.a	RF.a
11070100389	107	1	389			long nose.	iconic	R	elephant's nose	nose's shape	traceshape	M traces long linear shape of elephant's nose	R.a	RF.a
11070100405	107	1	405	00:22:25		ding, ding, ding, ding ding ding ding ding.	iconic	B		playing (piano)	H=H	M moves fingers in air to pantomime playing a piano.	R.m	ADD.p
11070100727	107	1	727	00:50:29			iconic	R	W	shape of W	traceshape	M traces shape of W letter with her finger	R.a	X
11070100728	107	1	728			w@l.	hold~+iconic~	L+R	W.W	W. shape of W	traceshape	M traces shape of W letter with her finger	DS;R.a	RF;ELAB.a
11070100762	107	1	762			k@l.	hold~+iconic	R+L	K.K	shape of letter K	touch traceshape	M traces shape of letter K with her index finger	DS;R.a	RF;ELAB.a
11070100816	107	1	816			z@l.	hold~+iconic	L+R	Z.Z	Z. shape of Z	touch traceshape	M traces shape of letter Z	DS;R.a	RF;ELAB.a
11070100835	107	1	835	00:56:14		but it's a y@l.	hold~+iconic	R+L	Y.Y	Y. shape of Y	touch traceshape	M traces shape of Y with index finger	DS;R.a	RF;ELAB.a
11070100836	107	1	836			it's a y@l.	hold~+iconic~	R+L	Y.Y	Y. shape of Y	touch traceshape	M traces shape of Y with index finger	DS;R.a	RF;ELAB.a
11070200019	107	2	19	00:01:33		want to push down?	iconic	L	Jack in the box	pushing	H=H	M points to Jack in the box and pushes down index finger	R.m	RF.p
11070200463	107	2	463	00:23:50		ok, come down from there.	iconic	L		down	tracepath	M traces path from where C is standing on guitar to down on floor	R.d	RF.d
11070200464	107	2	464			come down.	iconic~	L		down	tracepath	M traces path from where C is standing on guitar to down on floor	R.d	RF.d
11070200467	107	2	467	00:23:55		come down.	iconic	L		down	tracepath	M traces path from where C is standing on guitar to down on floor	R.d	RF.d
11070200662	107	2	662	00:35:47	R	"whose sweater is that?"	iconic	R	giraffe shaped sweater in book	sweater's shape	touch. Traceshape	M traces long linear shape of giraffe shaped sweater	R.a	ELAB.a
11070200719	107	2	719	00:38:26		the ostrich is wearing tights.	iconic	R	ostrich-tights	tights' shape	touch traceshape	M traces linear shape of tights	R.a	ELAB.a
11070200720	107	2	720			the leopard has his socks on.	point. Iconic	R.R	leopard-socks	leopard-circular shape of socks	touch-touch traceshape	M traces circular shape of socks	DP;R.a	RF;ELAB.a
11070200721	107	2	721	00:38:31		the giraffe has his sweater.	point. Iconic	R-R	giraffe-sweater	giraffe-shape of sweater	touch-touch traceshape	M traces shape on one side of sweater	DP;R.a	RF;ELAB.a
11070200723	107	2	723	00:38:36		so he stays nice and warm.	iconic	R	sweater	shape of sweater	touch traceshape	M outlines shape of sweater	R.a	ADD.a
11070200895	107	2	895			want to push the yellow button down?	hold. Iconic	L.L	yellow button	yellow button. Pushing down	tap	M makes pushing down motion with C shaped side facing palm	DS;R.m	RF;RF.p
11070201148	107	2	1148	00:59:52		turn around.	iconic	L		turning	H=B	M draws counter clockwise circles in the air to represent turning	R.m	RF.p
11070201194	107	2	1194			are you driving the fire+truck?	iconic	B		driving	H=H	M holds up both fists about a foot while moving fists up and down to represent driving	R.m	RF.p
11070201195	107	2	1195			driving the fire+truck.	iconic~	B		driving	H=H	M holds up both fists about a foot while moving fists up and down to represent driving	R.m	RF.p
11070201196	107	2	1196			whoo, whoo, whoo.	iconic~	B		driving	H=H	M holds up both fists about a foot while moving fists up and down to represent driving	R.m	ADD.p
11070300312	107	3	312	00:38:58	R	"g@l."	iconic	R	letter G in book	letter G's shape	tracesahpe	M traces shape of G	R.a	ELAB.a
11070300317	107	3	317	00:39:08	R	"I."	iconic	R	letter I in book	I's shape	traceshape	M traces shape of I	R.a	ELAB.a
11070300323	107	3	323		R	"Jack jump, jump."	iconic	R	Jack in book	jumping	H=B	M touches jack in book and moves finger upwards rapidly to represent jumping action several times	R.m	RF.p
11070300324	107	3	324	00:39:21	R	"k@l."	iconic	R	letter K in book	letter K's shape	traceshape	M traces shape of K in book	R.a	ELAB.a
11070300327	107	3	327	00:39:29	R	"l@l is for lion leaving."	iconic	L	letter L in book	letter L's shape	traceshape	M traces shape of L in book	R.a	ELAB.a
11070300331	107	3	331	00:39:37	R	"m@l."	iconic	L	letter M	letter M's shape	traceshape	M traces shape of M in book	R.a	ELAB.a
11070300333	107	3	333	00:39:43		that's grass.	iconic (x3)	L (x3)	grass blade (x3)	grass blade's shape (x3)	traceshape (x3)	M traces linear shape of grass blade (x3)	R.a;R.a;R.a	ELAB.a (x3)
11070300334	107	3	334	00:39:46	R	"n@l is for nightingales."	iconic-point	R-R	letter N-nightengales	letter N's shape-nightengales	traceshape.touch	M traces shape of N	R.a;DP	ELAB.a;RF
11070300338	107	3	338	00:39:57	R	"o@l -- is for the owl opening the door."	iconic-point-point	R-R-R	letter O-owl-door	letter O's shape-owl-door	traceshape. Touch. Touch	M traces circular shape of O	R.a;DP;DP	ELAB.a;RF;RF
11070300343	107	3	343	00:40:09	R	"p@l is for penguins -- who are painting."	iconic-point-point-cont. point	L-L-L-L	letter P-penguin-penguin-painting penguin	letter P's shape-penguin-penguin-painting penguin	traceshape-touch-touch-touch	M traces shape of P	R.a;DP;DP;DP	ELAB.a
11070300345	107	3	345	00:40:18	R	"q@l -- for quail quacking."	iconic. Point	L.L	letter Q. quail	letter Q's shape. Quail	traceshape. Tap	M traces the shape of letter Q	R.a;DP	ELAB.a;RF
11070300351	107	3	351	00:40:28	R	"r@l -- for rabbits."	iconic.point	L.L	R.rabbit	R's shape.rabbit	traceshape	M traces shape of letter R	R.a;DP	ELAB.a;RF
